GeneName	GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDC7	ENSG00000097046	1602.208376	-0.717531524	0.205647835	-3.489127536	0.0004846	0.00225147
DAZAP1	ENSG00000071626	13673.5982	-0.717082378	0.100101187	-7.163575176	7.86E-13	2.46E-11
Z97180.1	ENSG00000231686	113.4544079	-0.716551141	0.27395196	-2.615608738	0.008906856	0.02742648
HPS4	ENSG00000100099	2259.882133	-0.716538795	0.103139534	-6.947275833	3.72E-12	1.02E-10
MEX3C	ENSG00000176624	2760.898088	-0.712443223	0.105896562	-6.727727628	1.72E-11	4.23E-10
LRRFIP1	ENSG00000124831	6156.576844	-0.711249379	0.133552525	-5.325615377	1.01E-07	1.21E-06
SPAG5	ENSG00000076382	3544.24214	-0.711129866	0.1494223	-4.759195011	1.94E-06	1.75E-05
ZNF569	ENSG00000196437	202.2699561	-0.711101345	0.204314925	-3.480418009	0.000500632	0.002316951
C8orf33	ENSG00000182307	4138.486089	-0.710215552	0.128517448	-5.526218914	3.27E-08	4.34E-07
ZNF770	ENSG00000198146	4612.94963	-0.710049515	0.118711829	-5.981286981	2.21E-09	3.70E-08
PDIK1L	ENSG00000175087	466.4466298	-0.709547565	0.149818133	-4.736059316	2.18E-06	1.94E-05
RSRC2	ENSG00000111011	4605.068353	-0.708856503	0.093960396	-7.544205175	4.55E-14	1.68E-12
AC006329.1	ENSG00000232445	202.1710578	-0.708818577	0.219165073	-3.234176723	0.001219939	0.005055754
NLE1	ENSG00000073536	2253.455583	-0.708531462	0.095527554	-7.417037592	1.20E-13	4.23E-12
KNTC1	ENSG00000184445	2931.51725	-0.707009091	0.161042257	-4.390208528	1.13E-05	8.38E-05
MYNN	ENSG00000085274	1524.40769	-0.706790177	0.102591214	-6.889383108	5.60E-12	1.49E-10
RNF126	ENSG00000070423	3671.090893	-0.706765311	0.093440388	-7.563809671	3.91E-14	1.47E-12
EXOC3-AS1	ENSG00000221990	574.7285657	-0.706097876	0.140019341	-5.042859571	4.59E-07	4.79E-06
WAC	ENSG00000095787	7821.556412	-0.705326192	0.107838026	-6.540607439	6.13E-11	1.38E-09
SLC35F6	ENSG00000213699	4077.227114	-0.705056554	0.114353277	-6.165599919	7.02E-10	1.29E-08
PDRG1	ENSG00000088356	1307.223875	-0.704595207	0.125414582	-5.618128247	1.93E-08	2.71E-07
POLA1	ENSG00000101868	2407.777136	-0.704332911	0.160590876	-4.385883719	1.16E-05	8.52E-05
AC016205.1	ENSG00000267374	135.8201699	-0.703968507	0.280657643	-2.508281972	0.012131981	0.03562122
NAMPT	ENSG00000105835	6022.394004	-0.70376593	0.104913808	-6.708039124	1.97E-11	4.78E-10
SIK1	ENSG00000142178	208.3540657	-0.703645915	0.217093345	-3.241213653	0.001190219	0.004947098
SPSB2	ENSG00000111671	367.2668778	-0.703106482	0.177826943	-3.953880509	7.69E-05	0.000450946
TMEM147-AS1	ENSG00000236144	882.4238594	-0.702959964	0.133121599	-5.280585327	1.29E-07	1.51E-06
PDF	ENSG00000258429	614.778745	-0.702730499	0.142145242	-4.943749704	7.66E-07	7.60E-06
CRYBB2P1	ENSG00000100058	700.5411854	-0.702690033	0.160700914	-4.372657338	1.23E-05	9.01E-05
SLC25A33	ENSG00000171612	1037.418703	-0.702678856	0.116344533	-6.039637955	1.54E-09	2.66E-08
SPIRE1	ENSG00000134278	3826.358766	-0.702002468	0.149165116	-4.706210706	2.52E-06	2.21E-05
PSMG1	ENSG00000183527	3709.887738	-0.701843735	0.10448111	-6.717422298	1.85E-11	4.50E-10
STEAP1	ENSG00000164647	1263.600432	-0.701607366	0.13024725	-5.386734582	7.17E-08	8.87E-07
ZFP36L1	ENSG00000185650	19256.55031	-0.701247196	0.1008617	-6.952561742	3.59E-12	9.87E-11
NCOA7	ENSG00000111912	2339.179013	-0.700818913	0.106291651	-6.593358086	4.30E-11	9.86E-10
NFXL1	ENSG00000170448	1117.909658	-0.700232737	0.151489158	-4.622329074	3.79E-06	3.17E-05
ZNF587B	ENSG00000269343	263.9197952	-0.700017426	0.231185723	-3.02794402	0.002462237	0.009169812
E2F5	ENSG00000133740	623.3043889	-0.698732391	0.174738875	-3.998723178	6.37E-05	0.000382578
ZNF777	ENSG00000196453	1682.831372	-0.698449469	0.114056137	-6.123734234	9.14E-10	1.65E-08
C9orf72	ENSG00000147894	322.5421254	-0.698352067	0.16703212	-4.180944754	2.90E-05	0.000192227
PAPD5	ENSG00000121274	1393.139814	-0.698130213	0.13307292	-5.246222984	1.55E-07	1.80E-06
HGH1	ENSG00000235173	2145.597856	-0.697821246	0.109011412	-6.401359561	1.54E-10	3.22E-09
ITGB3BP	ENSG00000142856	723.757448	-0.69623701	0.131809449	-5.282147964	1.28E-07	1.50E-06
PIGL	ENSG00000108474	294.1644644	-0.695862809	0.178038683	-3.908492239	9.29E-05	0.000531231
PPP1R35	ENSG00000160813	1711.54452	-0.695743232	0.133227505	-5.222219168	1.77E-07	2.02E-06
SOWAHC	ENSG00000198142	1566.440924	-0.695505964	0.100999449	-6.886235245	5.73E-12	1.52E-10
ZNF296	ENSG00000170684	160.171019	-0.695084297	0.248796974	-2.793781154	0.005209572	0.017444939
BUB1	ENSG00000169679	3502.803411	-0.693374747	0.108171159	-6.409977991	1.46E-10	3.08E-09
WNT10B	ENSG00000169884	175.4558461	-0.690857459	0.248445677	-2.780718378	0.005423877	0.018024626
IL12A	ENSG00000168811	108.0059573	-0.690073404	0.280554361	-2.45967805	0.01390617	0.03998442
OLMALINC	ENSG00000235823	187.2132651	-0.689776733	0.231980284	-2.973428266	0.002944932	0.010733394
TMEM209	ENSG00000146842	1826.920415	-0.689601995	0.132189817	-5.216755785	1.82E-07	2.07E-06
CWC22	ENSG00000163510	1474.39466	-0.688800337	0.107528244	-6.405761993	1.50E-10	3.15E-09
FBXO45	ENSG00000174013	2530.247097	-0.68878475	0.106203174	-6.485538282	8.84E-11	1.95E-09
SPA17	ENSG00000064199	487.5210763	-0.688726405	0.159471288	-4.318811319	1.57E-05	0.000111525
ELMSAN1	ENSG00000156030	3985.758433	-0.686834208	0.109298162	-6.284041696	3.30E-10	6.47E-09
RAD23A	ENSG00000179262	9034.934492	-0.686812897	0.113354384	-6.058988416	1.37E-09	2.39E-08
PITX1	ENSG00000069011	3228.781307	-0.685291087	0.109279094	-6.271017279	3.59E-10	6.99E-09
SURF2	ENSG00000148291	886.0478778	-0.684919063	0.147742208	-4.635906513	3.55E-06	2.99E-05
ACVR2B	ENSG00000114739	561.6037864	-0.684701825	0.148185718	-4.620565573	3.83E-06	3.20E-05
HK2	ENSG00000159399	5518.230324	-0.684062073	0.111033571	-6.160858086	7.24E-10	1.33E-08
KRI1	ENSG00000129347	2707.44147	-0.683036772	0.093201751	-7.328583078	2.33E-13	7.82E-12
RRP1	ENSG00000160214	3253.91172	-0.683032824	0.09686802	-7.05116946	1.77E-12	5.15E-11
SLC19A1	ENSG00000173638	4057.800555	-0.682897089	0.096486404	-7.07765093	1.47E-12	4.37E-11
SLC19A2	ENSG00000117479	1141.807532	-0.682823437	0.133945608	-5.097766518	3.44E-07	3.69E-06
SNRPA	ENSG00000077312	5771.049453	-0.682689073	0.125246282	-5.45077315	5.02E-08	6.43E-07
KDM6B	ENSG00000132510	1736.424853	-0.682653823	0.125375862	-5.44485847	5.18E-08	6.62E-07
NAF1	ENSG00000145414	1116.620963	-0.682321834	0.118165892	-5.774270571	7.73E-09	1.17E-07
AC009533.1	ENSG00000111788	290.0810184	-0.682207438	0.188981068	-3.609924769	0.000306286	0.001507279
PELI1	ENSG00000197329	335.3290032	-0.681147297	0.179608724	-3.792395381	0.000149201	0.000799564
RIF1	ENSG00000080345	6666.557251	-0.680946267	0.086956067	-7.83092305	4.84E-15	2.03E-13
IQCC	ENSG00000160051	211.4384856	-0.68033009	0.201074115	-3.383479215	0.000715736	0.003166313
ZNF689	ENSG00000156853	848.2633938	-0.679932457	0.147352861	-4.614314589	3.94E-06	3.29E-05
THAP9-AS1	ENSG00000251022	2490.029386	-0.679618706	0.1118672	-6.075227622	1.24E-09	2.17E-08
GATA3	ENSG00000107485	632.34268	-0.679528321	0.139327821	-4.877190455	1.08E-06	1.03E-05
ZSCAN12	ENSG00000158691	607.257111	-0.679147256	0.138761189	-4.894360299	9.86E-07	9.55E-06
TNFRSF12A	ENSG00000006327	11276.85661	-0.679134434	0.082796135	-8.20248956	2.35E-16	1.22E-14
SLC43A3	ENSG00000134802	556.4591609	-0.678948061	0.163515701	-4.152188787	3.29E-05	0.000214668
LINC01578	ENSG00000272888	1494.939597	-0.67892786	0.132888191	-5.109015743	3.24E-07	3.49E-06
RRS1	ENSG00000179041	2637.302419	-0.678219045	0.10941983	-6.198319305	5.71E-10	1.06E-08
HNRNPR	ENSG00000125944	14978.85359	-0.67782012	0.079418807	-8.534755779	1.40E-17	8.56E-16
TRIM25	ENSG00000121060	10819.75017	-0.677694825	0.096880177	-6.995185635	2.65E-12	7.40E-11
TAF4B	ENSG00000141384	993.015012	-0.676931402	0.122180925	-5.540401671	3.02E-08	4.04E-07
RNF41	ENSG00000181852	4643.904919	-0.676735451	0.096393854	-7.020524926	2.21E-12	6.25E-11
TEDC1	ENSG00000185347	1529.081236	-0.676471955	0.133374896	-5.07195862	3.94E-07	4.18E-06
RANGRF	ENSG00000108961	588.1303729	-0.676421327	0.183858358	-3.679034955	0.000234118	0.001190605
DUSP12	ENSG00000081721	1323.35462	-0.676049882	0.111539454	-6.061082955	1.35E-09	2.36E-08
TMEM116	ENSG00000198270	177.6085143	-0.675710489	0.221225851	-3.054392086	0.002255171	0.008525327
RFC5	ENSG00000111445	1368.650787	-0.675663429	0.164489416	-4.107640742	4.00E-05	0.000254072
DOT1L	ENSG00000104885	4714.573246	-0.675184606	0.091462304	-7.382107994	1.56E-13	5.43E-12
PAXIP1-AS1	ENSG00000273344	407.5919338	-0.674858625	0.158424591	-4.259809786	2.05E-05	0.000140944
QTRT2	ENSG00000151576	2106.801681	-0.674552325	0.097157293	-6.942889262	3.84E-12	1.05E-10
TMEM251	ENSG00000153485	378.3736294	-0.674447735	0.168969985	-3.991523917	6.57E-05	0.000393318
LCOR	ENSG00000196233	2546.167042	-0.674309896	0.094326095	-7.14870998	8.76E-13	2.72E-11
FRMD6-AS1	ENSG00000273888	153.0386293	-0.673606978	0.232523735	-2.896938572	0.003768235	0.013291454
FAF1	ENSG00000185104	3595.909851	-0.67320184	0.114167097	-5.896636223	3.71E-09	5.99E-08
SNX18	ENSG00000178996	2791.853106	-0.67293229	0.116996813	-5.751714692	8.83E-09	1.33E-07
POGK	ENSG00000143157	4178.351066	-0.672709595	0.105155874	-6.39726123	1.58E-10	3.30E-09
NOP56	ENSG00000101361	14325.48238	-0.67227425	0.097274316	-6.911117707	4.81E-12	1.30E-10
AC084033.3	ENSG00000257698	221.1570089	-0.672071936	0.211802084	-3.173112958	0.001508138	0.006075163
ZNF593	ENSG00000142684	1162.747457	-0.671051933	0.141813257	-4.731940792	2.22E-06	1.97E-05
ARHGAP11A	ENSG00000198826	6064.757639	-0.67088477	0.090890555	-7.381237449	1.57E-13	5.45E-12
TNIP3	ENSG00000050730	310.7140648	-0.670569482	0.239684465	-2.797717745	0.005146506	0.017305121
KRT8P12	ENSG00000229320	237.7050695	-0.669921524	0.222285772	-3.013784994	0.002580106	0.009560664
HMGB1	ENSG00000189403	21081.15792	-0.669848153	0.102457247	-6.537830877	6.24E-11	1.40E-09
NUDT15	ENSG00000136159	2006.146557	-0.669191809	0.10045741	-6.661447971	2.71E-11	6.40E-10
HAX1	ENSG00000143575	3725.289368	-0.668717335	0.105273887	-6.352167221	2.12E-10	4.29E-09
LRP4	ENSG00000134569	151.974528	-0.668459289	0.253794356	-2.633861917	0.008441981	0.026231349
TIMM23B	ENSG00000204152	914.1010214	-0.667254017	0.141453887	-4.717113347	2.39E-06	2.10E-05
NOCT	ENSG00000151014	817.4041417	-0.666929455	0.148130045	-4.502323999	6.72E-06	5.27E-05
PEG10	ENSG00000242265	14205.51213	-0.666919293	0.124252983	-5.367430857	7.99E-08	9.80E-07
AKIRIN2	ENSG00000135334	2599.35332	-0.666529511	0.125814568	-5.297713291	1.17E-07	1.39E-06
TRMO	ENSG00000136932	381.5023407	-0.665336325	0.170184752	-3.909494333	9.25E-05	0.000529422
AJUBA	ENSG00000129474	12634.48949	-0.665140646	0.094164162	-7.063628407	1.62E-12	4.79E-11
CTU1	ENSG00000142544	848.0507427	-0.66439835	0.155519464	-4.27212346	1.94E-05	0.000134573
ADIRF-AS1	ENSG00000272734	228.9513243	-0.664261595	0.259247376	-2.562269307	0.010399065	0.031235382
FOXC1	ENSG00000054598	1058.011593	-0.664044295	0.129404948	-5.131521657	2.87E-07	3.12E-06
UTP14A	ENSG00000156697	2880.198538	-0.663927041	0.090834283	-7.309212103	2.69E-13	8.98E-12
NANP	ENSG00000170191	783.1411075	-0.66380107	0.132873985	-4.995718828	5.86E-07	5.96E-06
HNRNPU	ENSG00000153187	47120.08985	-0.663204757	0.086262581	-7.688209057	1.49E-14	5.86E-13
MASTL	ENSG00000120539	1910.033419	-0.663182148	0.118526646	-5.595215668	2.20E-08	3.06E-07
GPCPD1	ENSG00000125772	2595.328144	-0.662851445	0.123967468	-5.346978981	8.94E-08	1.09E-06
ZFP41	ENSG00000181638	450.2853694	-0.662045132	0.148051806	-4.471712626	7.76E-06	5.97E-05
FAM86JP	ENSG00000171084	493.9129425	-0.661716548	0.145187763	-4.557660589	5.17E-06	4.18E-05
EYA2	ENSG00000064655	425.0700768	-0.661701231	0.187710042	-3.525124292	0.000423284	0.002000687
INPP1	ENSG00000151689	1241.241895	-0.661537123	0.115574558	-5.72389921	1.04E-08	1.54E-07
PINX1	ENSG00000254093	808.2277047	-0.661241653	0.144477307	-4.576785576	4.72E-06	3.85E-05
ZNF639	ENSG00000121864	2381.607173	-0.661204336	0.105543096	-6.264780547	3.73E-10	7.24E-09
POLR3E	ENSG00000058600	3363.062277	-0.660735944	0.089350137	-7.394906909	1.42E-13	4.95E-12
PCGF6	ENSG00000156374	969.0372377	-0.660711085	0.133600521	-4.94542297	7.60E-07	7.54E-06
CYP2R1	ENSG00000186104	859.6625897	-0.660644962	0.157136166	-4.204283321	2.62E-05	0.000174768
MARS2	ENSG00000247626	920.8487481	-0.660312623	0.128021104	-5.157841983	2.50E-07	2.76E-06
RCL1	ENSG00000120158	679.5836708	-0.659791357	0.145368653	-4.538745775	5.66E-06	4.53E-05
CDK17	ENSG00000059758	2324.669644	-0.65939249	0.133695237	-4.932056719	8.14E-07	8.03E-06
ALYREF	ENSG00000183684	6629.784795	-0.659128965	0.108736184	-6.061726115	1.35E-09	2.36E-08
SLC5A6	ENSG00000138074	2338.783929	-0.659076483	0.097646389	-6.74962472	1.48E-11	3.67E-10
BRCA2	ENSG00000139618	1590.340956	-0.659030507	0.100760749	-6.540547898	6.13E-11	1.38E-09
QKI	ENSG00000112531	7899.971895	-0.658689985	0.105177614	-6.262644311	3.79E-10	7.33E-09
TNFRSF10B	ENSG00000120889	8836.636219	-0.658556184	0.118539269	-5.555595091	2.77E-08	3.75E-07
PHC2	ENSG00000134686	10936.77284	-0.658353163	0.09395853	-7.006848291	2.44E-12	6.85E-11
PIF1	ENSG00000140451	851.0671846	-0.658169598	0.182633454	-3.603773481	0.00031363	0.001539037
WDR36	ENSG00000134987	4334.766209	-0.656961273	0.096279087	-6.823509589	8.88E-12	2.28E-10
ZNF213	ENSG00000085644	998.8229162	-0.65662061	0.149084675	-4.404346781	1.06E-05	7.90E-05
POLR1B	ENSG00000125630	4233.750276	-0.656045773	0.105631526	-6.210700511	5.27E-10	9.95E-09
HNRNPD	ENSG00000138668	26025.15019	-0.656008376	0.076690116	-8.554014629	1.19E-17	7.30E-16
AF117829.1	ENSG00000251136	192.4729582	-0.65574636	0.210345024	-3.117479789	0.001824045	0.007133235
TAB2	ENSG00000055208	4311.61198	-0.654817995	0.090358967	-7.24685131	4.27E-13	1.38E-11
NCAPG2	ENSG00000146918	5351.683683	-0.654581457	0.145285927	-4.505470489	6.62E-06	5.21E-05
RIOX2	ENSG00000170854	3219.297416	-0.65419894	0.103671662	-6.31029664	2.79E-10	5.50E-09
TTC26	ENSG00000105948	581.237374	-0.652772839	0.141213331	-4.622600664	3.79E-06	3.17E-05
CAPN15	ENSG00000103326	6483.392029	-0.652515188	0.097086205	-6.72098767	1.80E-11	4.40E-10
SLC39A14	ENSG00000104635	9722.590466	-0.652383742	0.094744446	-6.885720173	5.75E-12	1.53E-10
MAFG-AS1	ENSG00000265688	400.5408493	-0.651634807	0.174022305	-3.74454761	0.000180719	0.000945005
C6orf48	ENSG00000204387	7309.446085	-0.651566097	0.185772412	-3.507335073	0.000452619	0.002121853
FBXO5	ENSG00000112029	1542.160737	-0.651265303	0.11621494	-5.603972274	2.09E-08	2.93E-07
ZWINT	ENSG00000122952	4502.79526	-0.651057568	0.176647822	-3.685624657	0.000228142	0.001164388
Z95115.1	ENSG00000261188	151.6891678	-0.650155093	0.256168814	-2.5379947	0.011148967	0.033124354
SRGAP2C	ENSG00000171943	482.9271659	-0.649789792	0.151144236	-4.299137091	1.71E-05	0.000121069
AC006333.2	ENSG00000272686	143.3352881	-0.648877848	0.24087247	-2.693864716	0.007062883	0.022622477
AC012360.3	ENSG00000272994	258.0117382	-0.648284023	0.201132423	-3.223170158	0.001267802	0.005225254
LMNB2	ENSG00000176619	20430.60846	-0.648235179	0.107906951	-6.007353294	1.89E-09	3.19E-08
STK24	ENSG00000102572	8116.600573	-0.647770991	0.144014029	-4.497971458	6.86E-06	5.36E-05
NOL6	ENSG00000165271	6453.263558	-0.647257959	0.085541304	-7.56661318	3.83E-14	1.44E-12
ZNF628	ENSG00000197483	707.2572901	-0.647245607	0.144281961	-4.48597733	7.26E-06	5.63E-05
ZC3H8	ENSG00000144161	1459.364997	-0.646607096	0.123525885	-5.234587844	1.65E-07	1.90E-06
EPHA2	ENSG00000142627	12493.2071	-0.645968317	0.139711598	-4.623584044	3.77E-06	3.16E-05
NXPH4	ENSG00000182379	195.9342271	-0.645797006	0.236866315	-2.726419776	0.006402551	0.020772871
UPF3B	ENSG00000125351	1702.744738	-0.645718378	0.120245897	-5.36998263	7.87E-08	9.67E-07
HIVEP1	ENSG00000095951	1387.921689	-0.645395293	0.116120772	-5.557965905	2.73E-08	3.70E-07
EIF1B	ENSG00000114784	1444.276226	-0.645189577	0.133442706	-4.834955744	1.33E-06	1.24E-05
HNRNPCP2	ENSG00000204253	422.0505839	-0.645180789	0.16047372	-4.020476297	5.81E-05	0.00035328
GZF1	ENSG00000125812	1574.794335	-0.645082385	0.109856303	-5.872056194	4.30E-09	6.85E-08
FBL	ENSG00000105202	8326.106673	-0.644467824	0.107479339	-5.996201992	2.02E-09	3.40E-08
OIP5	ENSG00000104147	570.6380675	-0.644361507	0.162790412	-3.958227624	7.55E-05	0.000444664
C21orf91	ENSG00000154642	911.9500331	-0.644166963	0.118414772	-5.439920641	5.33E-08	6.78E-07
ZBED3	ENSG00000132846	2112.663463	-0.643500117	0.101639432	-6.331205381	2.43E-10	4.88E-09
BCAR3	ENSG00000137936	3134.2171	-0.643150254	0.181694599	-3.539732369	0.000400533	0.001903573
KIF23	ENSG00000137807	5190.718885	-0.642101988	0.096842089	-6.6304021	3.35E-11	7.80E-10
IFRD2	ENSG00000214706	8521.955466	-0.641729827	0.080963943	-7.926118733	2.26E-15	9.95E-14
REEP4	ENSG00000168476	2396.514056	-0.641364442	0.103380692	-6.203909384	5.51E-10	1.03E-08
OARD1	ENSG00000124596	871.3933161	-0.641088727	0.118976555	-5.388361807	7.11E-08	8.80E-07
ASB1	ENSG00000065802	5941.107101	-0.640433557	0.113914585	-5.622050588	1.89E-08	2.66E-07
SUN2	ENSG00000100242	8159.504347	-0.640195044	0.092757798	-6.901792168	5.14E-12	1.38E-10
CEP128	ENSG00000100629	1153.300876	-0.640032613	0.136047169	-4.704490497	2.55E-06	2.22E-05
ZCCHC7	ENSG00000147905	1664.371083	-0.639952246	0.142753829	-4.482907759	7.36E-06	5.70E-05
GSE1	ENSG00000131149	5976.170906	-0.63976216	0.093632714	-6.832677743	8.33E-12	2.16E-10
IMP4	ENSG00000136718	4862.990017	-0.63918865	0.109242604	-5.851093138	4.88E-09	7.67E-08
MTX3	ENSG00000177034	2202.674131	-0.638990889	0.105143661	-6.07731256	1.22E-09	2.15E-08
FAM86B3P	ENSG00000173295	203.3993102	-0.638346715	0.263370647	-2.42375801	0.015360837	0.043522839
GLYCTK	ENSG00000168237	532.4642857	-0.638327856	0.146656548	-4.35253566	1.35E-05	9.74E-05
RSL24D1	ENSG00000137876	6578.66437	-0.638108797	0.124072983	-5.143011653	2.70E-07	2.96E-06
MARK3	ENSG00000075413	6953.676413	-0.638007124	0.093427424	-6.828906312	8.56E-12	2.21E-10
PARP16	ENSG00000138617	310.8861266	-0.637868653	0.167945107	-3.798078213	0.000145822	0.000784704
SET	ENSG00000119335	33318.38374	-0.637856337	0.085738996	-7.439512568	1.01E-13	3.63E-12
HMGB1P6	ENSG00000259781	1066.715401	-0.637629731	0.123757681	-5.152243706	2.57E-07	2.83E-06
RNF144B	ENSG00000137393	1329.327573	-0.635698437	0.160580381	-3.95875532	7.53E-05	0.000443852
GLI1	ENSG00000111087	304.6044359	-0.635610096	0.226332896	-2.808297458	0.00498042	0.01684999
ETS2	ENSG00000157557	5965.898918	-0.635404303	0.088592513	-7.172212161	7.38E-13	2.32E-11
VPS37C	ENSG00000167987	1572.964755	-0.635335446	0.107671587	-5.900678774	3.62E-09	5.85E-08
MED22	ENSG00000148297	2611.404505	-0.63518339	0.09235648	-6.877518428	6.09E-12	1.61E-10
C7orf26	ENSG00000146576	1617.1956	-0.635121803	0.108692252	-5.843303398	5.12E-09	7.99E-08
AXIN1	ENSG00000103126	3145.997981	-0.634535485	0.093689656	-6.772737926	1.26E-11	3.18E-10
ZNRD1	ENSG00000066379	966.5464561	-0.634333093	0.143581919	-4.41791764	9.97E-06	7.47E-05
AL138724.1	ENSG00000272269	132.6035124	-0.634285928	0.251152755	-2.525498592	0.011553424	0.034187313
DDX10	ENSG00000178105	2096.342467	-0.634221218	0.125982376	-5.034205885	4.80E-07	4.98E-06
CLASRP	ENSG00000104859	2131.689411	-0.633796204	0.10206215	-6.209904493	5.30E-10	9.99E-09
ZNF74	ENSG00000185252	612.0849522	-0.633044625	0.143673766	-4.40612536	1.05E-05	7.84E-05
NCAPG	ENSG00000109805	4163.984862	-0.632884045	0.158242058	-3.999467989	6.35E-05	0.000381819
TPBG	ENSG00000146242	4195.116118	-0.632328124	0.094250138	-6.709041881	1.96E-11	4.75E-10
ZIC2	ENSG00000043355	638.8075835	-0.632310843	0.148087284	-4.269852395	1.96E-05	0.000135708
SCLY	ENSG00000132330	729.0776431	-0.632295944	0.130623668	-4.840592465	1.29E-06	1.21E-05
ATXN7L2	ENSG00000162650	541.206602	-0.632195192	0.158273582	-3.994319104	6.49E-05	0.000389308
CEP63	ENSG00000182923	1531.165587	-0.631848351	0.101801802	-6.206651923	5.41E-10	1.02E-08
FIP1L1	ENSG00000145216	1835.401572	-0.631729956	0.124621674	-5.06918208	4.00E-07	4.24E-06
SENP1	ENSG00000079387	1690.668353	-0.631524978	0.10177621	-6.205035348	5.47E-10	1.03E-08
IRF2BP1	ENSG00000170604	2284.053541	-0.631213895	0.095961256	-6.577799439	4.77E-11	1.09E-09
TWNK	ENSG00000107815	2329.589917	-0.630768084	0.10057785	-6.271441291	3.58E-10	6.98E-09
ANP32B	ENSG00000136938	15198.09662	-0.630721319	0.081677508	-7.722093063	1.14E-14	4.56E-13
HNF4G	ENSG00000164749	290.6073222	-0.630717889	0.209952356	-3.004100083	0.002663677	0.009831963
RSAD1	ENSG00000136444	2061.339607	-0.63062438	0.106200283	-5.938066873	2.88E-09	4.75E-08
KNSTRN	ENSG00000128944	2589.138178	-0.630474644	0.098042346	-6.43063606	1.27E-10	2.72E-09
ZNF23	ENSG00000167377	141.4671036	-0.63000842	0.25532779	-2.467449468	0.013607943	0.039272245
MUS81	ENSG00000172732	2569.766059	-0.629485251	0.095047689	-6.622835938	3.52E-11	8.19E-10
SCAMP1-AS1	ENSG00000245556	207.1079228	-0.629274052	0.221330358	-2.843143875	0.00446709	0.015331945
TIMELESS	ENSG00000111602	4284.090369	-0.629102003	0.159305244	-3.949035111	7.85E-05	0.000458269
RPF1	ENSG00000117133	2159.896516	-0.628913008	0.103996676	-6.047433734	1.47E-09	2.54E-08
BRCA1	ENSG00000012048	3104.360868	-0.628788966	0.134838246	-4.663283503	3.11E-06	2.64E-05
BTF3L4P2	ENSG00000213189	137.5328301	-0.628469446	0.245722354	-2.557640506	0.010538497	0.031593131
ZNF34	ENSG00000196378	154.0391499	-0.628297566	0.228936173	-2.744422421	0.006061748	0.019853662
METTL21A	ENSG00000144401	444.1027635	-0.628074563	0.161833326	-3.880996438	0.000104029	0.000585768
ZNF749	ENSG00000186230	368.6465378	-0.627819588	0.163642719	-3.836526256	0.000124787	0.000688432
UQCC3	ENSG00000204922	1068.523866	-0.626992688	0.116870899	-5.364831583	8.10E-08	9.94E-07
ZC3H10	ENSG00000135482	443.1267411	-0.626696329	0.155544183	-4.029056684	5.60E-05	0.000342643
TAF9B	ENSG00000187325	1038.073607	-0.626685962	0.120564543	-5.197929225	2.02E-07	2.27E-06
DBF4	ENSG00000006634	1775.395538	-0.626099656	0.099634692	-6.28395237	3.30E-10	6.47E-09
RFX2	ENSG00000087903	873.6717754	-0.626080206	0.149879838	-4.177214327	2.95E-05	0.000194907
TRIM35	ENSG00000104228	2464.328197	-0.625828652	0.147313255	-4.248284746	2.15E-05	0.000147413
